store_id,store_name,store_type,city,state,country,region,latitude,longitude,opening_date,manager_name,store_size_sqft,is_active
92,Store_92,Retail,Lake Emilychester,Maryland,UK,East,28.9477475,-160.190726,2024-10-19,Betty Vasquez,18984,True
93,Store_93,Online,South Christymouth,Idaho,UK,West,-70.5749875,-44.749851,2023-05-12,Gerald Martinez,17018,True
94,Store_94,Online,Douglasland,Nevada,UK,West,-39.260990,27.435340,2024-05-17,Eric Jackson,10311,True
95,Store_95,Online,Christophermouth,Mississippi,UK,South,88.4679095,90.695991,2025-12-25,Brian Ellis,6020,True
96,Store_96,Retail,Port Alexandrahaven,Utah,India,West,-0.124163,74.199502,2025-07-17,Alexandra Clay,9511,True
97,Store_97,Warehouse,Briggsside,New Mexico,India,North,-73.662760,44.844558,2020-10-15,Sara Meyers,2756,False
98,Store_98,Retail,East Benjamin,Tennessee,USA,North,-3.353054,-153.227134,2024-07-06,Jason Smith,18132,True
99,Store_99,Retail,Port Anitatown,South Dakota,India,South,-65.220374,-13.359929,2020-11-03,Mr. Jamie Ryan,4873,True
100,Store_100,Retail,Careyshire,Florida,UK,East,70.188137,,2023-12-23,Jennifer Padilla,8037,True
101,Store_101,Online,Austinview,New York,UK,East,16.178859,-27.227279,2024-11-10,John Tucker,3761,True
102,Store_102,Warehouse,Katherinetown,Maryland,UK,East,59.5055135,124.698247,2021-10-13,Kathleen Ford,9840,False
103,Store_103,Warehouse,Robertmouth,Florida,UK,South,44.456549,-44.917971,2024-08-09,Teresa Davis,5730,True
104,Store_104,Online,Robertshire,Mississippi,USA,North,-57.318401,-155.439572,2025-03-03,Diana Rodriguez,16505,True
105,Store_105,Warehouse,Kimside,Indiana,USA,North,-44.2008225,36.905058,2022-05-30,Mary Simon,1468,True
106,Store_106,Warehouse,East Ashleyville,New York,India,South,-69.558950,-51.364843,2025-08-10,Jacqueline Wallace,10878,True
107,Store_107,Warehouse,Jessicaside,North Carolina,UK,North,-79.6408045,99.818005,2022-12-27,Patricia Lee,19459,True
108,Store_108,Online,Bakerhaven,Georgia,USA,North,-3.723382,-31.602382,2025-07-27,Rebecca Soto,14525,True
109,Store_109,Warehouse,Bonillaborough,Wyoming,USA,West,83.696462,102.233956,2021-10-06,Brenda Clay,4732,False
110,Store_110,Retail,Lopezfort,Colorado,UK,West,-41.862394,-128.801624,2024-03-19,Travis Henderson MD,15755,True
111,Store_111,Retail,Tracyview,Utah,India,West,-57.866316,-0.032069,2023-02-14,Christopher Reynolds,3368,True
112,Store_112,Online,Darrenstad,Nebraska,UK,North,41.9097475,67.272831,2021-06-15,Priscilla Wagner,2369,True
113,Store_113,Retail,Michaelmouth,Delaware,UK,West,-26.544594,42.779870,2025-01-07,Melinda Williams,15904,False
114,Store_114,Online,Kellyfurt,Arkansas,USA,North,58.254905,124.934807,2024-10-01,Tracy Downs,7914,True
115,Store_115,Retail,Davidsonhaven,West Virginia,USA,North,0.921194,-2.443026,2024-12-21,Angel Brown,19115,True
116,Store_116,Retail,Nelsonville,New Jersey,USA,East,-19.1963515,-139.248043,2020-02-12,Brian Stevens,6335,False
117,Store_117,Retail,South Sean,Nevada,India,South,-60.871100,-42.497557,2023-02-03,Kent Smith,2665,False
118,Store_118,Warehouse,Jenniferstad,Ohio,USA,North,-82.1918735,126.129953,2022-07-06,Anthony Bailey,7529,False
119,Store_119,Online,New Megan,Alaska,India,West,43.7368605,49.153296,2023-04-17,Joshua Hunt,9652,True
120,Store_120,Online,East Gabriel,Maryland,USA,North,-63.6855365,-115.215341,2024-08-19,Robert Forbes,5039,False
121,Store_121,Online,West Joseph,Indiana,UK,West,-67.8491295,41.997972,2021-03-15,Joan Hunt,11187,True
122,Store_122,Retail,Lake Sharon,Ohio,India,North,25.564210,-41.323409,2024-03-04,Adrian Parsons,15700,True
123,Store_123,Online,Jeffreyside,Maryland,USA,North,-1.5185835,-133.348067,2023-01-22,Kenneth Fields,1052,True
124,Store_124,Warehouse,West Adamberg,South Carolina,India,East,-55.867993,113.735934,2023-02-07,Kenneth Smith,15707,False
125,Store_125,Retail,New Kennethside,Maryland,India,East,19.2856395,-172.148893,2020-02-10,John Hays,17136,True
126,Store_126,Online,Stephaniefurt,New York,India,West,-20.6107925,-135.820101,2025-08-21,Kim Jackson PhD,10587,False
127,Store_127,Retail,East Jamiemouth,Oregon,India,East,-73.8786765,141.411066,2021-06-22,Kelsey Webb,17113,False
128,Store_128,Warehouse,Lake William,Minnesota,India,West,-45.442027,35.633825,2023-06-07,Valerie Gonzalez,10055,False
129,Store_129,Online,Turnershire,Kansas,India,North,53.9236565,-129.438744,2020-06-05,Dr. Daniel Rogers,1324,True
130,Store_130,Retail,East Kevinfort,Illinois,India,West,31.4852255,135.561335,2022-04-19,David Miller,4920,False
131,Store_131,Retail,South Tarabury,Washington,India,West,-56.9954695,-56.159559,2025-06-05,Darrell Pearson,10844,True
132,Store_132,Warehouse,Lake Cathy,North Dakota,India,South,-21.384814,-1.082409,2023-12-21,Miguel Turner,3308,True
133,Store_133,Warehouse,East Yvonne,South Dakota,India,West,39.3163605,,2020-09-01,Raymond Hutchinson,1295,True
134,Store_134,Online,Amberfurt,Arizona,USA,West,53.6435505,,2021-06-17,Brandon Gibson,9153,False
135,Store_135,Retail,East Jamesmouth,Alaska,UK,East,-19.335974,13.732327,2020-11-16,Sarah Fuller,4613,True
136,Store_136,Retail,Jeremiahland,Utah,USA,East,13.468812,66.534397,2020-09-17,Joshua Anderson,1052,True
137,Store_137,Retail,Barnettmouth,Missouri,India,North,-57.281534,162.646529,2020-04-25,Michael Gomez,3128,True
138,Store_138,Retail,New Elizabethtown,California,UK,West,-51.2717885,-144.656072,2025-12-16,Mr. Gabriel Howell,15205,False
139,Store_139,Warehouse,Collinsstad,Connecticut,USA,North,76.5808195,48.797559,2023-09-24,Sharon Banks,6649,False
140,Store_140,Warehouse,Kristopherview,Delaware,India,North,59.2391495,158.031537,2021-05-15,Theresa Ruiz,2751,True
141,Store_141,Retail,Johnmouth,North Carolina,UK,West,-18.0108295,-112.276782,2024-11-04,Alyssa Morgan,10308,False
142,Store_142,Warehouse,Reneechester,Pennsylvania,UK,North,69.2234115,-122.105755,2023-05-12,Jonathan Maldonado,17063,True
143,Store_143,Warehouse,Lake Todd,Arkansas,UK,West,-75.937203,176.397694,2025-05-01,Julie Bass,18729,True
144,Store_144,Warehouse,East Anthonytown,Delaware,UK,West,1.400427,-24.672717,2021-12-18,Joshua Collins,3277,True
145,Store_145,Retail,Carpenterton,Connecticut,USA,South,-35.5074885,29.518056,2025-02-16,Lisa Mcknight,18720,False
146,Store_146,Online,Johnsonview,Texas,UK,East,66.164406,129.785468,2024-09-21,Christopher Rose,4001,True
147,Store_147,Retail,East Michealstad,Maine,USA,East,-11.8180095,-53.833710,2021-02-27,Christopher Guerrero,18200,False
148,Store_148,Retail,Garzamouth,West Virginia,USA,North,53.389778,,2021-07-21,Paul Cole,1072,True
149,Store_149,Online,Torresshire,Wyoming,India,North,25.0732755,,2020-06-13,Anthony Smith,7535,False
150,Store_150,Retail,Port Cameron,New Jersey,UK,South,-36.861529,59.128995,2021-10-15,Seth Johnson,8866,False
151,Store_151,Warehouse,Deniseview,Maryland,UK,South,-89.647837,23.000755,2025-05-20,Ana Yu,1769,True
152,Store_152,Warehouse,North Jeffery,Florida,UK,North,-81.5051905,33.293234,2020-05-05,Lonnie Gibson,2292,True
153,Store_153,Online,Toddfort,Louisiana,India,West,31.121773,-84.343269,2021-05-30,Anthony Ramirez,15714,False
154,Store_154,Retail,Rodriguezhaven,Utah,USA,North,-11.7286155,39.741530,2021-12-26,James Garcia,3468,True
155,Store_155,Retail,East Stanley,New Mexico,USA,South,53.2214625,115.349547,2023-03-07,Scott Edwards,19213,False
156,Store_156,Online,Watsonside,Kentucky,UK,South,-89.2672335,-62.581083,2022-11-14,Robert Chavez,15399,True
157,Store_157,Warehouse,West Dawn,Illinois,USA,South,-33.1274755,-109.916759,2024-12-23,Kevin Wells,17679,False
158,Store_158,Online,New Bradley,New Mexico,India,South,-29.777262,,2020-05-18,Sharon Jenkins,16322,False
159,Store_159,Online,Lake Jayton,Oklahoma,India,West,88.9397495,92.833765,2020-11-30,Peggy Roberson,18061,True
160,Store_160,Retail,Ginaport,Alabama,India,North,-33.8001555,-134.123308,2024-03-12,Lisa Ward,7832,True
161,Store_161,Retail,North Michael,Colorado,UK,East,15.462788,,2020-11-13,Ashley Jacobs,18293,False
162,Store_162,Warehouse,Cochranville,Ohio,USA,South,3.098186,-144.452671,2020-12-25,Jody Delgado,11957,True
163,Store_163,Online,Robertsonchester,Iowa,India,East,83.6659175,143.259525,2023-08-07,Jenna Romero,14145,True
164,Store_164,Warehouse,North Ericchester,Montana,India,East,-87.818123,175.773222,2025-08-26,Bradley Kim,19136,False
165,Store_165,Retail,East Christinabury,Wyoming,India,South,7.104555,-114.427267,2021-04-01,Mark Beasley,19163,False
166,Store_166,Retail,Port Tinaborough,Montana,UK,West,70.111313,-147.798711,2022-05-13,Rita Thompson,7760,True
167,Store_167,Retail,Lake Mary,Montana,India,East,-81.423295,170.912207,2022-05-04,Michael Michael,4459,True
168,Store_168,Retail,North Kennethside,Connecticut,UK,West,76.2215015,-166.652687,2023-03-23,Heather Rodriguez,545,False
169,Store_169,Retail,Boyermouth,North Dakota,India,North,73.4166975,10.096781,2025-08-03,Brenda Martinez,14309,True
170,Store_170,Warehouse,Port Peterborough,Alabama,India,South,24.473092,-77.357528,2024-01-12,Amy Mason,8623,True
171,Store_171,Retail,East Andrew,Indiana,India,North,-81.2502835,99.626804,2024-04-08,Aaron Mitchell,5044,True
172,Store_172,Warehouse,Wilsonburgh,Maine,India,South,,169.705732,2024-10-13,William Morris,1336,True
173,Store_173,Online,Lake Samanthaport,Kansas,India,East,59.6231405,,2023-02-06,Pamela Hendricks,19706,True
174,Store_174,Warehouse,Alexisside,Alabama,UK,West,58.716462,115.667880,2025-11-04,Rachel Foster,10208,True
175,Store_175,Retail,Kristentown,Arkansas,UK,North,-69.8860865,,2021-04-20,George Brown,4086,True
176,Store_176,Warehouse,Watkinsstad,Connecticut,USA,East,-81.126623,13.573516,2021-01-20,Matthew Mason,15097,True
177,Store_177,Online,Sonyaborough,Minnesota,UK,North,-27.769650,,2024-09-04,Kendra Lewis,19792,True
178,Store_178,Warehouse,West Stefanie,Indiana,India,North,38.2146015,103.616352,2023-12-05,Jason Ward,8441,True
179,Store_179,Retail,Jonathanport,California,India,West,21.6902615,82.852802,2024-09-14,Richard Cobb,3754,False
180,Store_180,Retail,Thompsonland,Montana,USA,North,85.5366155,110.111210,2021-07-13,Amanda Baker,1848,False
181,Store_181,Retail,Lake Jamie,Arkansas,USA,North,-3.714252,,2023-05-07,Brett Evans,11683,True
182,Store_182,Online,Lake Dominicton,Mississippi,UK,North,18.3154475,-73.593665,2024-12-13,Colin Barnett,13793,False
183,Store_183,Warehouse,South Kevin,Indiana,USA,North,-81.5321735,127.364291,2020-02-17,Brandon Gilmore,10812,False
184,Store_184,Online,Port Jamesstad,Delaware,India,South,-30.526867,172.974679,2023-05-12,Terry Savage,8126,True
185,Store_185,Online,Carolfurt,Virginia,India,South,11.1591145,-89.352640,2023-11-27,Micheal Sparks,19163,False
186,Store_186,Warehouse,Port Sara,Massachusetts,India,South,85.0699485,-50.585949,2020-05-01,Karen Walls,3176,True
187,Store_187,Online,Youngview,Illinois,UK,East,-21.4971375,-112.109447,2025-01-03,Lisa Stone,1553,False
188,Store_188,Warehouse,New Crystal,Kentucky,India,South,-10.2346155,78.130412,2024-05-09,Gabriel King,1359,True
189,Store_189,Online,Xavierberg,Illinois,UK,South,,133.103827,2021-08-31,Angela Navarro,2536,True
190,Store_190,Online,Lake Jessica,North Carolina,India,North,36.475517,,2022-03-24,Jason Mcguire,7867,True
191,Store_191,Warehouse,Port Anthony,Hawaii,UK,West,-33.3517535,170.344455,2020-01-12,Jason Mack,10097,True
192,Store_192,Warehouse,Grayshire,New Hampshire,India,East,43.264698,-143.697293,2025-06-11,Andre Kramer,12248,True
193,Store_193,Online,Port Nicole,North Carolina,USA,East,28.7954725,-80.007659,2020-03-11,Ryan Acosta,7817,True
194,Store_194,Retail,East Scottstad,South Dakota,India,West,-57.829218,-24.941196,2022-09-04,Jonathan Conrad,16697,True
195,Store_195,Warehouse,Millsfurt,Texas,USA,East,-80.0955085,-110.921525,2024-03-20,William Fernandez,16860,False
196,Store_196,Retail,Poolebury,Colorado,India,East,-32.1618555,136.067526,2023-12-22,Catherine Price,4079,False
197,Store_197,Warehouse,Port Michaelbury,Oklahoma,USA,North,-60.725495,35.872683,2024-08-13,Karen Anderson,4940,False
198,Store_198,Online,Andrewsview,Nevada,UK,West,29.423250,-61.390573,2025-03-18,James Reed,6250,True
199,Store_199,Retail,West Juanfort,Wisconsin,USA,South,22.5927685,118.389925,2022-12-05,Joseph Valenzuela,5292,True
200,Store_200,Online,South Brittany,New Mexico,USA,North,57.8839985,-138.285555,2022-12-08,Craig Moore,3208,True
201,Store_201,Retail,Christinashire,Maine,India,East,63.0861565,-136.600888,2023-03-27,Sydney Lopez,12580,True
202,Store_202,Warehouse,Atkinsonmouth,Connecticut,India,East,81.8192715,-126.756167,2024-01-17,William Chan,18654,False
203,Store_203,Online,New Joel,Nevada,India,East,-3.919337,-115.936265,2024-01-29,Megan Walters,9224,False
204,Store_204,Warehouse,East Keith,Washington,USA,North,-49.2745915,67.152344,2020-02-04,Christina Johnson,9000,False
205,Store_205,Retail,Murphymouth,New Mexico,India,North,74.6736155,68.153204,2024-08-15,Deborah Smith,8800,True
206,Store_206,Retail,Dawsonbury,Utah,UK,East,-74.8595295,82.495624,2024-03-24,Thomas Morse,17345,False
207,Store_207,Online,South Sarahborough,Nebraska,UK,North,34.994320,144.122569,2025-08-25,James Campbell,565,True
208,Store_208,Retail,Brandonton,Colorado,UK,North,42.188704,160.877183,2020-05-12,Aaron Davila,13714,False
209,Store_209,Warehouse,South Laura,Kansas,UK,West,12.1501075,-27.085343,2023-04-08,Stephen Hardy,6058,True
210,Store_210,Retail,Port Kathyside,Ohio,India,West,-34.3766465,170.213748,2022-03-11,John Freeman,12715,True
211,Store_211,Warehouse,Hamiltonfort,New Mexico,UK,East,-9.0031925,-119.688198,2021-02-16,Taylor Murphy,4236,True
212,Store_212,Retail,Johnfurt,Montana,India,North,-7.673014,-2.520640,2021-11-01,Gary Gonzales,14652,False
213,Store_213,Online,Brownmouth,Illinois,India,South,9.716512,-171.188080,2023-01-25,Elizabeth Price,13898,True
214,Store_214,Online,South Maria,Utah,UK,North,17.2721655,-130.480186,2021-05-27,Anna Herring,12297,True
215,Store_215,Retail,South Bruce,Maine,UK,East,-47.198701,65.674359,2025-12-07,Sarah Hays,13904,True
216,Store_216,Warehouse,Nicoleburgh,Missouri,India,South,71.538131,-19.208484,2023-09-12,Denise Sullivan,16597,False
217,Store_217,Retail,Taraland,Illinois,USA,South,77.2882415,-120.505557,2021-11-01,James Thompson,16878,True
218,Store_218,Online,East Sherri,Colorado,USA,West,-3.166256,175.454257,2023-03-06,Nichole Collins,19421,False
219,Store_219,Online,Stonemouth,Maryland,USA,West,-19.581335,48.666776,2021-06-18,Jaime Johnson,2716,True
220,Store_220,Retail,East Laura,Kentucky,India,West,-87.7607635,-82.585461,2021-07-17,Kirsten Fischer,12270,True
221,Store_221,Retail,West Matthew,New Hampshire,USA,North,34.1794285,,2021-03-11,Destiny Cooper,13900,True
222,Store_222,Warehouse,Donaldchester,Illinois,India,North,16.1314275,-90.182459,2021-01-13,Courtney Gonzalez,14911,True
223,Store_223,Warehouse,Johnsonside,Mississippi,USA,North,70.728739,-72.908998,2023-09-06,Randall Tran,9775,False
224,Store_224,Warehouse,South Kimberlyfort,Hawaii,UK,East,58.8342595,100.981245,2020-12-03,Patty Hamilton,11785,True
225,Store_225,Warehouse,Flemingbury,Maine,India,South,,95.283514,2023-09-19,Timothy Skinner,10347,False
226,Store_226,Online,West Keith,Minnesota,UK,North,,94.736284,2021-02-24,Lisa Velasquez,13213,True
227,Store_227,Warehouse,West Adam,Kentucky,India,West,74.555258,62.479914,2021-12-29,Bridget Little,16960,True
228,Store_228,Retail,Banksport,Massachusetts,India,South,24.316964,9.179287,2022-09-14,William Rodriguez,10985,True
229,Store_229,Online,Austinhaven,Minnesota,India,West,-39.3121525,143.181980,2023-06-06,Brian Miller,17898,True
230,Store_230,Warehouse,Cindyburgh,Vermont,USA,East,,-109.572019,2021-02-21,Jonathan Brown,8115,True
231,Store_231,Warehouse,Masonport,Colorado,India,West,24.0145205,36.829982,2023-11-27,Stephen Morris,14222,False
232,Store_232,Warehouse,North Calebton,Louisiana,India,North,87.4072895,-35.445728,2021-05-04,Sarah Graham,14937,True
