product_id,product_name,category,sub_category,brand,supplier_id,cost_price,selling_price,currency,weight,weight_unit,launch_date,is_discontinued,created_at
87,Area,,expect,Brand B,542,92.19,137.48,EUR,14.29,kg,2024-10-31,False,2020-10-03 16:44:40
88,Live,Furniture,writer,brandA,238,225.36,286.55,USD,19.23,lbs,2020-04-12,False,2024-01-01 03:50:35
89,Contain,Furniture,themselves,Brand-C,536,321.55,443.92,EUR,18.32,kg,2024-05-23,False,2025-03-19 06:05:20
90,Weight,Electronics,worker,Brand B,876,373.11,488.69,INR,9.89,lbs,2023-10-07,False,2021-08-07 18:22:29
91,Simply,Furniture,young,brandA,893,314.66,507.2,USD,14.89,lbs,2020-12-14,False,2020-11-13 02:30:30
92,Listen,Electronics,kid,Brand B,960,285.76,408.76,EUR,9.37,kg,2020-09-10,False,2020-04-02 12:07:23
93,Indicate,Clothing,prove,Brand-C,688,281.06,418.91,INR,14.71,kg,2021-05-27,False,2023-10-29 08:20:15
94,Difference,Sports,season,Brand B,432,16.9,29.11,USD,8.5,kg,2020-03-13,False,2025-03-08 05:09:14
95,Other,Furniture,expert,BrandA,467,340.15,483.09,INR,15.39,kg,2023-04-24,False,2025-08-31 22:01:55
96,Newspaper,Sports,well,BrandA,369,54.14,60.73,EUR,16.61,lbs,2024-07-11,False,2024-08-01 12:48:23
97,Process,Grocery,ever,BrandA,807,190.38,243.4,INR,9.04,kg,2022-03-23,False,2020-08-28 22:32:18
98,Parent,Grocery,among,BrandA,887,471.34,536.72,USD,4.65,kg,2020-01-05,False,2022-06-02 19:42:48
99,Manager,Clothing,camera,Brand-C,218,228.86,342.0,USD,2.52,kg,2025-04-25,False,2025-06-28 05:04:57
100,Hear,Furniture,during,Brand-C,817,282.81,368.01,USD,6.55,kg,2023-12-10,True,2024-03-01 02:30:16
101,Performance,Electronics,cell,Brand B,531,148.64,196.74,EUR,10.28,lbs,2025-02-02,False,2023-01-11 17:30:17
102,Score,Furniture,yeah,brandA,820,50.95,73.37,EUR,1.99,lbs,2022-09-19,False,2022-09-06 16:35:01
103,Specific,Sports,perhaps,Brand B,233,120.16,147.31,INR,18.88,kg,2024-03-15,False,2021-05-30 23:01:23
104,Specific,Clothing,success,brandA,153,400.09,583.93,USD,2.77,kg,2023-06-21,False,2021-09-06 08:21:47
105,Region,Furniture,agent,BrandA,606,287.8,321.02,USD,0.83,lbs,2025-03-01,False,2024-11-10 18:19:33
106,North,Sports,light,Brand B,955,120.49,165.09,INR,12.96,kg,2020-05-21,False,2020-04-03 06:06:39
107,Those,Grocery,enjoy,BrandA,125,127.29,219.41,EUR,16.58,kg,2021-12-27,False,2024-08-19 21:15:50
108,Last,Furniture,need,BrandA,689,29.1,44.83,INR,9.44,lbs,2024-09-27,False,2023-03-14 03:32:03
109,Effort,Electronics,produce,Brand B,181,180.96,313.33,EUR,0.39,kg,2020-10-07,False,2021-09-24 09:10:16
110,Hold,Grocery,pattern,Brand-C,424,380.67,470.78,EUR,4.73,kg,2023-08-13,True,2020-04-06 03:15:27
111,Protect,Furniture,south,Brand B,725,150.17,269.73,INR,6.64,lbs,2024-04-26,False,2024-04-14 12:56:58
112,Wife,Electronics,south,Brand-C,526,205.23,351.61,INR,16.28,kg,2023-03-15,False,2024-11-07 05:53:03
113,Another,Electronics,benefit,Brand-C,835,148.31,264.37,EUR,11.07,lbs,2023-10-27,False,2021-08-09 15:44:29
114,Season,Clothing,million,BrandA,72,405.88,700.44,EUR,9.94,kg,2022-12-27,False,2023-02-15 12:09:38
115,Condition,Grocery,if,Brand B,838,241.22,357.69,USD,17.31,lbs,2023-08-04,False,2023-04-05 11:32:21
116,Reach,Clothing,fly,brandA,701,186.99,251.5,USD,1.88,kg,2022-11-24,False,2020-11-05 21:12:10
117,Heart,Sports,second,BrandA,910,260.05,370.6,EUR,3.52,kg,2020-01-02,False,2023-05-19 08:00:47
118,Away,Grocery,your,brandA,402,192.65,314.82,EUR,7.23,kg,2025-06-11,False,2020-02-17 12:27:36
119,Cause,Grocery,south,brandA,511,341.52,519.96,USD,6.24,lbs,2020-03-03,False,2022-12-31 15:50:47
120,Public,Sports,watch,Brand-C,887,266.83,473.6,USD,19.68,kg,2022-02-10,False,2023-01-30 16:20:05
121,Either,Sports,sense,brandA,669,485.3,712.56,USD,16.99,lbs,2022-02-13,False,2025-09-29 15:53:16
122,This,Furniture,election,Brand-C,869,497.11,880.64,EUR,12.28,lbs,2024-08-27,False,2025-11-28 19:59:27
123,Old,Clothing,civil,brandA,434,154.94,203.62,INR,11.8,kg,2024-01-22,False,2024-10-01 05:39:03
124,Which,Sports,establish,Brand B,982,199.81,357.38,EUR,1.15,lbs,2021-11-28,False,2021-11-26 14:15:39
125,Job,Grocery,specific,Brand B,15,369.38,523.89,USD,5.17,lbs,2024-07-03,False,2022-05-01 01:39:02
126,Official,Grocery,suddenly,Brand-C,272,408.42,531.44,INR,12.96,lbs,2021-04-06,False,2023-04-05 02:54:24
127,Fast,Furniture,world,BrandA,884,385.55,459.18,USD,12.83,kg,2020-08-12,False,2020-06-10 15:50:10
128,Picture,Clothing,grow,brandA,662,84.83,108.76,INR,16.99,kg,2023-01-31,False,2022-04-22 19:49:46
129,Move,Clothing,the,Brand-C,289,211.96,233.75,INR,8.55,lbs,2022-03-15,False,2024-06-28 19:28:05
130,Get,Clothing,some,brandA,644,163.66,223.45,INR,7.6,kg,2020-09-11,False,2022-09-13 02:24:29
131,Policy,,shoulder,Brand-C,219,225.6,278.92,EUR,10.29,kg,2022-10-01,False,2024-08-20 22:29:47
132,Leg,Grocery,coach,Brand-C,701,76.09,125.52,INR,1.95,kg,2020-07-20,False,2020-09-02 17:23:00
133,Cover,,money,brandA,38,40.83,45.14,INR,16.24,kg,2025-01-22,False,2024-07-13 17:26:51
134,Tough,Electronics,rich,Brand-C,675,133.59,222.15,EUR,12.29,lbs,2022-06-14,False,2024-07-21 04:07:12
135,Difficult,Furniture,position,brandA,446,374.73,470.47,EUR,11.78,kg,2021-11-08,False,2024-10-11 04:18:02
136,He,Clothing,adult,Brand-C,588,248.84,363.35,USD,13.89,lbs,2024-12-01,False,2024-07-14 02:21:52
137,Language,Electronics,draw,Brand-C,735,308.66,457.4,INR,18.93,kg,2023-08-22,True,2021-07-29 14:38:55
138,Remember,,trade,Brand-C,793,453.95,685.62,USD,3.13,kg,2020-05-07,False,2024-07-25 07:57:57
139,Practice,Clothing,respond,BrandA,831,168.05,186.12,EUR,7.54,kg,2021-05-27,False,2025-04-16 16:23:31
140,Very,Clothing,note,Brand-C,613,435.48,634.24,INR,15.6,kg,2022-05-24,True,2022-12-25 05:03:28
141,Table,Furniture,buy,Brand-C,834,264.61,449.02,EUR,9.72,lbs,2020-10-10,False,2020-04-22 06:30:14
142,South,,girl,brandA,252,231.93,359.04,INR,18.53,kg,2022-06-26,False,2022-09-07 16:55:48
143,Blue,Electronics,improve,brandA,612,351.67,522.47,USD,13.63,lbs,2023-11-18,False,2025-03-12 04:18:54
144,Avoid,,mouth,BrandA,424,350.34,524.98,USD,10.71,kg,2025-07-22,False,2023-10-25 13:43:22
145,Anyone,Sports,guess,Brand B,21,231.94,262.6,INR,9.69,kg,2025-03-12,False,2024-10-21 19:59:45
146,Through,Clothing,artist,Brand B,522,325.37,372.77,USD,19.58,kg,2022-09-01,False,2020-12-17 08:17:18
147,Central,Sports,rule,Brand-C,135,488.55,778.09,EUR,2.98,lbs,2022-04-10,False,2022-03-04 21:29:54
148,Painting,Electronics,finish,brandA,58,245.36,358.96,USD,5.76,lbs,2023-10-26,False,2023-08-06 23:26:39
149,Enter,Furniture,agency,brandA,148,84.86,150.5,EUR,1.6,lbs,2023-05-17,False,2022-04-12 08:35:19
150,Tv,Clothing,tree,brandA,890,170.59,246.52,EUR,14.69,kg,2022-06-25,True,2025-10-26 22:06:02
151,Nation,Furniture,medical,brandA,635,464.38,689.08,INR,19.42,kg,2021-04-25,False,2023-07-19 22:05:48
152,Themselves,Sports,minute,Brand B,720,259.17,371.92,EUR,3.73,kg,2021-02-02,False,2024-07-13 23:36:57
153,Create,Grocery,kid,BrandA,40,439.02,499.09,INR,4.14,lbs,2021-08-13,False,2024-06-27 18:25:40
154,Tonight,Clothing,structure,BrandA,564,89.39,127.81,EUR,9.55,lbs,2022-07-22,False,2023-07-20 09:17:15
155,Role,Clothing,once,Brand-C,866,76.27,108.1,USD,2.1,lbs,2023-03-07,False,2020-09-24 01:54:44
156,Poor,,paper,Brand B,110,425.38,721.76,INR,15.14,lbs,2020-08-31,False,2024-12-26 05:23:33
157,Impact,Sports,effort,Brand B,13,159.71,247.88,EUR,10.66,lbs,2023-12-03,False,2023-02-09 06:29:22
158,Too,Grocery,have,BrandA,611,387.06,688.42,EUR,16.64,kg,2021-10-03,False,2025-02-04 00:05:04
159,That,Electronics,collection,BrandA,464,196.23,299.26,INR,7.75,kg,2020-07-26,False,2024-07-21 09:28:54
160,Economy,Grocery,fact,Brand B,614,232.36,317.15,INR,15.49,lbs,2021-06-02,False,2022-12-16 18:05:08
161,If,Sports,else,Brand B,551,389.36,566.18,EUR,15.84,kg,2024-11-18,False,2022-02-02 13:24:11
162,Begin,,national,Brand-C,415,90.31,156.1,USD,16.14,lbs,2020-04-25,False,2023-12-28 06:04:12
163,Help,Sports,ahead,Brand B,109,8.02,11.37,INR,5.0,lbs,2022-09-17,True,2024-05-17 15:10:24
164,Along,,with,BrandA,654,53.2,79.68,USD,0.33,lbs,2020-07-23,False,2022-02-12 20:16:15
165,Less,,option,BrandA,732,207.57,262.75,EUR,13.46,kg,2025-09-27,False,2024-08-26 23:11:42
166,Represent,Clothing,reason,Brand B,537,121.01,133.87,USD,16.42,kg,2025-11-20,True,2025-11-29 14:51:57
167,Image,Sports,business,Brand-C,180,427.21,698.33,INR,16.62,kg,2020-10-06,False,2024-12-16 16:42:37
168,Within,Grocery,dinner,Brand-C,708,306.2,427.63,USD,4.39,lbs,2025-02-28,False,2024-04-07 00:47:26
169,Beautiful,Sports,tax,Brand B,793,221.33,266.77,INR,6.87,lbs,2021-02-05,False,2021-01-08 15:39:17
170,Per,Sports,third,Brand B,412,408.2,540.09,INR,17.14,kg,2021-09-23,False,2021-01-19 08:03:17
171,Tree,Sports,stock,brandA,318,485.4,-692.75,INR,12.24,lbs,2024-04-03,False,2025-11-09 17:45:28
172,Bad,Grocery,human,brandA,461,83.44,111.18,INR,7.89,lbs,2021-01-02,False,2025-05-05 15:44:21
173,Long,Furniture,nor,Brand B,711,312.0,469.45,INR,4.37,kg,2023-01-02,False,2020-06-04 06:35:30
174,Officer,Clothing,better,Brand-C,767,397.85,667.73,USD,10.67,kg,2020-06-28,False,2022-05-08 02:01:39
175,Yes,Electronics,citizen,BrandA,183,261.08,406.94,EUR,0.12,kg,2023-05-17,False,2020-02-24 00:08:32
176,Suggest,Grocery,hold,brandA,455,449.06,517.85,INR,5.36,kg,2020-11-16,False,2024-09-20 11:44:18
177,Federal,,change,Brand-C,927,412.16,491.82,INR,13.54,lbs,2020-11-15,False,2020-06-30 07:52:45
178,Mission,Furniture,culture,brandA,815,500.0,684.07,INR,9.56,kg,2025-12-16,False,2021-03-07 01:46:45
179,Whole,Grocery,coach,BrandA,838,302.61,389.15,USD,3.0,lbs,2020-06-21,False,2022-03-14 09:03:06
180,Agency,Grocery,customer,Brand-C,562,291.26,503.53,EUR,0.49,kg,2025-12-09,False,2021-03-18 22:15:13
181,Morning,Electronics,strong,Brand B,515,286.59,333.11,INR,1.22,kg,2021-11-08,False,2024-07-25 14:03:44
182,However,Grocery,figure,brandA,257,442.5,598.15,USD,7.31,lbs,2022-07-24,False,2022-09-11 14:30:25
183,Adult,Furniture,notice,Brand-C,620,250.66,289.41,EUR,1.81,lbs,2023-12-30,False,2024-03-20 10:50:25
184,House,Electronics,fight,BrandA,742,299.74,484.05,USD,9.44,lbs,2020-11-23,False,2022-01-22 18:43:26
185,Town,Clothing,technology,brandA,996,58.43,96.91,USD,19.31,lbs,2020-02-10,False,2025-07-24 02:22:52
186,Population,Grocery,young,Brand-C,881,404.19,544.69,INR,19.64,lbs,2023-04-29,False,2023-09-13 22:00:57
187,Reality,,street,Brand B,219,103.43,144.09,INR,14.63,lbs,2021-11-15,False,2020-07-19 17:46:00
188,Provide,Grocery,sit,brandA,928,275.8,375.96,EUR,18.52,kg,2025-04-10,False,2025-10-14 19:34:45
189,Early,Sports,science,Brand-C,512,274.33,364.78,USD,11.54,lbs,2023-09-25,False,2024-08-19 01:04:39
190,Garden,Sports,six,Brand B,729,33.47,57.33,INR,13.61,kg,2020-12-15,False,2020-03-01 06:34:46
191,Rise,,green,brandA,722,80.85,113.0,INR,16.16,kg,2024-07-14,False,2025-03-24 07:47:06
192,Director,Sports,every,Brand B,926,313.84,448.58,INR,5.98,kg,2024-12-14,False,2021-12-28 21:49:46
193,Left,Clothing,car,Brand B,969,247.0,331.93,USD,9.85,lbs,2022-03-30,False,2023-04-16 04:41:23
194,Inside,Furniture,plan,BrandA,383,183.62,309.12,EUR,5.62,lbs,2023-07-01,False,2020-10-27 20:03:34
195,Probably,Sports,company,Brand-C,61,44.73,61.12,EUR,12.93,lbs,2025-12-16,False,2025-07-31 10:48:39
196,Will,Furniture,community,Brand B,680,397.92,594.72,EUR,2.1,kg,2022-09-09,False,2021-10-04 13:20:55
197,Mr,Clothing,cover,BrandA,671,28.3,38.63,USD,5.72,lbs,2022-12-13,False,2023-11-11 03:42:12
198,Four,Clothing,police,Brand B,782,80.18,113.56,USD,19.87,kg,2021-08-10,False,2024-08-21 02:15:15
199,House,,clearly,brandA,497,391.1,621.1,EUR,16.63,kg,2025-01-19,False,2022-01-31 11:36:50
200,Face,Grocery,oil,Brand-C,255,368.56,419.47,EUR,4.79,lbs,2023-05-02,False,2022-11-09 07:24:55
201,Protect,,food,Brand-C,610,468.67,830.2,INR,2.22,kg,2022-08-25,False,2023-01-03 11:04:32
202,View,Furniture,available,BrandA,742,62.69,97.04,INR,9.61,kg,2022-01-11,False,2023-08-23 01:30:16
203,Side,Clothing,apply,brandA,28,296.99,409.1,EUR,9.95,kg,2025-06-02,False,2020-09-07 15:42:14
204,Pick,Furniture,girl,Brand-C,792,202.05,360.08,USD,6.49,lbs,2023-06-20,False,2024-04-01 11:40:09
205,Example,Electronics,ability,brandA,802,443.1,783.34,EUR,14.4,lbs,2023-02-16,False,2025-08-13 10:01:01
206,Popular,Furniture,nice,Brand B,490,453.53,679.42,INR,16.08,kg,2024-02-26,False,2025-01-23 21:33:46
207,Could,,case,BrandA,735,127.23,208.97,EUR,4.83,lbs,2024-07-24,False,2021-05-04 19:42:12
208,Pattern,Electronics,behind,brandA,248,413.45,741.76,USD,15.59,lbs,2024-02-06,False,2022-11-02 22:27:52
209,Newspaper,Furniture,agreement,Brand-C,854,137.77,214.48,USD,1.22,lbs,2025-10-30,False,2020-11-10 21:29:20
210,Source,,stay,Brand-C,218,332.44,396.93,INR,18.86,lbs,2021-11-21,False,2021-11-17 04:03:25
211,Continue,Grocery,every,Brand B,968,13.98,17.25,USD,19.35,lbs,2022-03-16,False,2023-10-12 05:52:52
212,Agree,Electronics,build,BrandA,885,436.34,583.24,EUR,0.23,lbs,2021-12-01,False,2021-08-19 02:32:59
213,Wish,,send,brandA,678,317.58,425.0,INR,10.16,kg,2023-03-19,False,2023-05-24 16:01:06
214,Them,,entire,BrandA,604,169.44,302.42,EUR,13.19,kg,2024-01-03,False,2025-03-01 20:22:47
215,Job,,military,Brand-C,765,190.3,228.97,EUR,14.07,kg,2021-09-28,False,2024-06-29 18:02:37
216,Wonder,,maintain,Brand-C,697,471.38,616.09,USD,18.42,kg,2025-11-30,False,2023-01-20 19:16:52
217,Team,,agreement,brandA,292,440.85,740.77,INR,11.13,kg,2024-01-24,False,2024-05-06 09:55:35
218,Long,Electronics,term,Brand-C,724,377.01,533.96,EUR,3.11,kg,2020-11-16,False,2025-05-29 09:54:49
219,Again,,recent,BrandA,839,432.71,638.36,INR,7.89,lbs,2024-01-16,False,2020-02-07 04:36:49
220,Idea,Grocery,safe,BrandA,369,251.82,324.46,INR,6.76,lbs,2025-05-15,False,2024-10-04 01:54:58
221,Away,Sports,fear,Brand B,191,274.14,429.16,EUR,14.94,lbs,2022-11-06,False,2020-11-18 06:41:44
222,Firm,Grocery,catch,Brand-C,335,73.71,114.56,EUR,2.44,lbs,2025-09-16,False,2020-01-03 07:18:08
223,Issue,Grocery,operation,brandA,825,302.66,356.0,EUR,17.24,lbs,2022-04-03,False,2021-11-17 16:20:51
224,Feeling,Clothing,note,Brand-C,690,158.35,186.48,INR,19.43,lbs,2025-07-13,False,2024-04-22 14:07:53
225,Cost,,position,Brand B,647,169.77,273.21,USD,12.46,kg,2020-12-02,False,2022-01-15 14:28:50
226,Although,Electronics,name,Brand B,963,149.03,261.05,INR,7.34,lbs,2023-07-11,False,2024-06-05 11:01:10
227,Several,Sports,southern,Brand-C,868,307.36,468.83,USD,8.56,kg,2025-08-31,False,2024-07-03 00:11:34
228,Since,Furniture,big,Brand-C,728,432.51,648.96,INR,7.02,kg,2025-11-04,False,2021-06-17 19:32:46
229,Nature,Clothing,peace,Brand-C,771,106.05,167.35,EUR,7.48,kg,2025-05-01,False,2020-05-06 12:07:32
